"Prolific_ID","Participant.Device.Type","Trial.Number","Reaction.Time","Response","display","ImageStim","MusicStim","StimCued"
4832,"computer","39",429,"7","Post","image39.jpg","Classical_19.mp3","Image"
4832,"computer","40",87,"3","Post","image47.jpg","Cut_jazz_7.mp3","Image"
4832,"computer","41",916,"5","Post","image39.jpg","Cut_jazz_2.mp3","Music"
4832,"computer","42",442,"6","Post","image3.jpg","Classical_6.mp3","Both"
4832,"computer","43",863,"4","Post","image52.jpg","Cut_jazz_10.mp3","Image"
4832,"computer","44",989,"3","Post","image33.jpg","Classical_4.mp3","Both"
4832,"computer","45",979,"7","Post","image10.jpg","Cut_jazz_19.mp3","Music"
4832,"computer","46",846,"4","Post","image5.jpg","Cut_jazz_7.mp3","Both"
4832,"computer","47",439,"7","Post","image1.jpg","Cut_jazz_19.mp3","Both"
4832,"computer","48",960,"2","Post","image15.jpg","Classical_17.mp3","Both"
4832,"computer","49",402,"1","Post","image47.jpg","Cut_jazz_10.mp3","Both"
4832,"computer","50",887,"8","Post","image20.jpg","Classical_7.mp3","Both"
4832,"computer","51",860,"4","Post","image47.jpg","Cut_jazz_5.mp3","Music"
4832,"computer","52",897,"2","Post","image34.jpg","Classical_2.mp3","Both"
4832,"computer","53",448,"7","Post","image17.jpg","Classical_15.mp3","Both"
4832,"computer","54",947,"4","Post","image33.jpg","Classical_2.mp3","Image"
4832,"computer","55",978,"4","Post","image4.jpg","Cut_jazz_2.mp3","Image"
4832,"computer","56",1006,"8","Post","image5.jpg","Cut_jazz_5.mp3","Image"
4832,"computer","57",486,"5","Post","image36.jpg","Cut_jazz_1.mp3","Image"
4832,"computer","4",847,"8","Pre","image14.jpg","Cut_jazz_19.mp3","Both"
4832,"computer","5",958,"5","Pre","image17.jpg","Cut_jazz_14.mp3","Both"
4832,"computer","6",433,"7","Pre","image35.jpg","Classical_7.mp3","Music"
4832,"computer","7",912,"6","Pre","image1.jpg","Cut_jazz_1.mp3","Image"
4832,"computer","8",80,"8","Pre","image47.jpg","Classical_1.mp3","Music"
4832,"computer","9",68,"9","Pre","image2.jpg","Classical_17.mp3","Image"
4832,"computer","10",55,"1","Pre","image39.jpg","Cut_jazz_10.mp3","Music"
4832,"computer","11",415,"9","Pre","image20.jpg","Classical_18.mp3","Music"
4832,"computer","12",79,"8","Pre","image1.jpg","Classical_19.mp3","Music"
4832,"computer","13",902,"4","Pre","image4.jpg","Cut_jazz_10.mp3","Image"
4832,"computer","14",425,"1","Pre","image15.jpg","Cut_jazz_16.mp3","Both"
4832,"computer","15",877,"8","Pre","image5.jpg","Classical_1.mp3","Image"
4832,"computer","16",476,"5","Pre","image33.jpg","Classical_8.mp3","Both"
4832,"computer","17",1038,"3","Pre","image36.jpg","Cut_jazz_10.mp3","Both"
4832,"computer","18",1055,"6","Pre","image3.jpg","Classical_18.mp3","Image"
4832,"computer","19",981,"4","Pre","image33.jpg","Classical_7.mp3","Image"
4832,"computer","20",1047,"6","Pre","image1.jpg","Cut_jazz_2.mp3","Both"
4832,"computer","21",64,"8","Pre","image4.jpg","Cut_jazz_7.mp3","Music"
4832,"computer","22",91,"9","Pre","image20.jpg","Classical_17.mp3","Both"
4832,"computer","23",919,"1","Pre","image17.jpg","Cut_jazz_16.mp3","Music"
4832,"computer","24",456,"8","Pre","image20.jpg","Classical_15.mp3","Image"
4832,"computer","25",841,"5","Pre","image14.jpg","Cut_jazz_14.mp3","Music"
4832,"computer","26",85,"8","Pre","image2.jpg","Classical_15.mp3","Music"
4832,"computer","27",851,"6","Pre","image36.jpg","Cut_jazz_7.mp3","Image"
4832,"computer","28",866,"8","Pre","image14.jpg","Cut_jazz_16.mp3","Image"
4832,"computer","29",977,"5","Pre","image33.jpg","Classical_6.mp3","Music"
4832,"computer","30",88,"7","Pre","image5.jpg","Classical_4.mp3","Music"
4832,"computer","31",471,"6","Pre","image17.jpg","Cut_jazz_19.mp3","Image"
4832,"computer","32",495,"7","Pre","image2.jpg","Classical_18.mp3","Both"
4832,"computer","33",461,"4","Pre","image52.jpg","Classical_4.mp3","Image"
4832,"computer","34",1053,"2","Pre","image10.jpg","Cut_jazz_1.mp3","Both"
4832,"computer","35",937,"7","Pre","image12.jpg","Classical_19.mp3","Both"
4832,"computer","36",498,"5","Pre","image35.jpg","Classical_8.mp3","Image"
4832,"computer","37",938,"3","Pre","image10.jpg","Cut_jazz_2.mp3","Music"
4832,"computer","38",408,"8","Pre","image3.jpg","Classical_17.mp3","Music"
4832,"computer","39",1013,"2","Pre","image47.jpg","Classical_2.mp3","Image"
4832,"computer","40",972,"5","Pre","image35.jpg","Classical_6.mp3","Both"
4832,"computer","41",478,"8","Pre","image5.jpg","Classical_2.mp3","Both"
4832,"computer","42",911,"9","Pre","image15.jpg","Cut_jazz_19.mp3","Music"
4832,"computer","43",490,"6","Pre","image39.jpg","Cut_jazz_7.mp3","Both"
4832,"computer","44",475,"4","Pre","image4.jpg","Cut_jazz_5.mp3","Both"
4832,"computer","45",423,"3","Pre","image47.jpg","Classical_4.mp3","Both"
4832,"computer","46",76,"7","Pre","image3.jpg","Classical_15.mp3","Both"
4832,"computer","47",482,"7","Pre","image12.jpg","Cut_jazz_2.mp3","Image"
4832,"computer","48",892,"4","Pre","image36.jpg","Cut_jazz_5.mp3","Music"
4832,"computer","49",86,"2","Pre","image10.jpg","Classical_19.mp3","Image"
4832,"computer","50",875,"3","Pre","image34.jpg","Classical_7.mp3","Both"
4832,"computer","51",924,"2","Pre","image52.jpg","Classical_1.mp3","Both"
4832,"computer","52",913,"6","Pre","image39.jpg","Cut_jazz_5.mp3","Image"
4832,"computer","53",946,"7","Pre","image52.jpg","Classical_2.mp3","Music"
4832,"computer","54",473,"7","Pre","image34.jpg","Classical_8.mp3","Music"
4832,"computer","55",483,"6","Pre","image12.jpg","Cut_jazz_1.mp3","Music"
4832,"computer","56",1043,"1","Pre","image34.jpg","Classical_6.mp3","Image"
4832,"computer","57",1011,"1","Pre","image15.jpg","Cut_jazz_14.mp3","Image"
4743,"computer","4",1549.20000004768,"4","Post","image17.jpg","Cut_jazz_7.mp3","Music"
4743,"computer","5",939.599999904633,"3","Post","image36.jpg","Classical_2.mp3","Image"
4743,"computer","6",935.300000190735,"3","Post","image20.jpg","Cut_jazz_2.mp3","Music"
4743,"computer","7",2391.39999985695,"4","Post","image35.jpg","Cut_jazz_16.mp3","Music"
4743,"computer","8",906.5,"3","Post","image1.jpg","Classical_17.mp3","Image"
4743,"computer","9",1108.40000009537,"4","Post","image47.jpg","Classical_7.mp3","Image"
4743,"computer","10",1514.10000014305,"4","Post","image17.jpg","Cut_jazz_10.mp3","Image"
4743,"computer","11",643,"4","Post","image12.jpg","Classical_17.mp3","Music"
4743,"computer","12",513.400000095367,"5","Post","image15.jpg","Cut_jazz_5.mp3","Image"
4743,"computer","13",554.599999904633,"3","Post","image36.jpg","Classical_1.mp3","Music"
4743,"computer","14",1608.29999995232,"4","Post","image15.jpg","Cut_jazz_7.mp3","Both"
